,100-1- -a,245-1-0-a,245-1-0-b,260- - -c,653- - -a,lang,year,245-1-3-a,245-1-3-b
2013041506083,"Stubberud, Tore",Portrett av en kvinne fra det 21. århundre,,cop. 2006,"2000-tallet, norske, romaner",nob,2006,,
2013041506086,"Olaussen, Johan",Ildfarget okergul teglstein - men ingen fiskestang,,2008,,nob,2008,,
2013041506100,"Bie, Gaute",Go shootyrbaby!,,2006,,nob,2006,,
2013041506103,"Rudberg, Denise",Venninnen ; Str. 37 ; Prinsen,,cop. 2007,,nob,2007,,
2013041506107,"Hagmar, Pia",Det mystiske ranet,,2007,,nob,2007,,
2013041506108,"Sandviken, Berit Elisabeth",Sølvets bånd,,2010,,nob,2010,,
2013041506109,"Prøis, Christin Grilstad",Bak lukkede dører,,2007,,nob,2007,,
2013041506110,"Semb, Jeanette",Maskefall,,2009,,nob,2009,,
2013041506111,"Sandvik, Hanna",Sølvkulens hemmelighet,,2009,,nob,2009,,
2013041506112,"Sandberg, Bente",Forbudte drømmer,,2010,,nob,2010,,
2013041506125,"Moe, Rolf Egil",Magma :,noveller,2008,noveller,nob,2008,,
2013041506144,"Göransson, Mattias",Proffdrømmen,,2007,,nob,2007,,
2013041506152,"Mostue, Sigbjørn",Mørkeboka,,2009,barnelitteratur,nob,2009,,
2013041506153,"Eriksen, Endre Lund",Pitbull-Terje går amok,,2006,,nob,2006,,
2013041506154,"Risa, Einar O.",Hos blodsugerne :,Peter Nansen og drømmen om det germanske kabelnett,2008,,nob,2008,,
2013041506160,"Hagerup, Hilde",Høyest elsket,,2007,"døden, familien, omsorgssvikt, oppvekstmiljø, søsken, ungdomsbøker",nob,2007,,
2013041506171,"Loe, Erlend",Kurtby,,2008,"barn, barnebøker, barnelitteratur, norsk, religion, sekter",nob,2008,,
2013041506173,"Christensen, Lars Saabye",Modellen :,roman,2005,"2000-tallet, norsk, norske, prosa, romaner, skjønnlitteratur, synshemmede, øyesykdommer",nob,2005,,
2013041506178,"Gahrton, Måns",,,2008,"barnelitteratur, forelskelse, skjønnlitteratur, skole, skolen, vennskap",nob,2008,"En historie om venner, skolen og forelskelser",
2013041506179,"Solberg, Hermod",Portrettet :,roman,cop. 2008,,nob,2008,,
2013041506221,"Øybø, Mattis",Ingen er alene :,roman,2008,,nob,2008,,
2013041506223,"Semb, Jeanette",Slangen i paradiset,,2009,,nob,2009,,
2013041506225,"Rafaelsen, Ellinor",Vrakgods,,cop. 2006,,nob,2006,,
2013041506229,"Sandvik, Hanna",Oppgjørets time,,2010,,nob,2010,,
2013041506230,"Sandviken, Berit Elisabeth",Skatter i mørket,,2010,,nob,2010,,
2013041506231,"Sandvik, Hanna",Skyggeskipet,,2009,,nob,2009,,
2013041506232,"Sandvik, Hanna",Jomfrusteinene,,2009,,nob,2009,,
2013041506233,"Prøis, Christin Grilstad",Søstre,,2007,,nob,2007,,
2013041506234,"Bertling, Berit",Fremtidsminner,,cop. 2006,,nob,2006,,
2013041506236,"Pedersen, Bente",Rystelser,,2010,,nob,2010,,
2013041506240,"Pedersen, Bente",Trollkniven,,2008,,nob,2008,,
2013041506241,"Pedersen, Bente",Innrømmelser,,2010,,nob,2010,,
2013041506242,"Pedersen, Bente",,,2009,,nob,2009,,
2013041506243,"Pedersen, Bente",Når knopper brister,,2010,,nob,2010,,
2013041506244,"Pedersen, Bente",Forrådt,,2009,,nob,2009,,
2013041506245,"Pedersen, Bente",Forsoning,,2010,,nob,2010,,
2013041506246,"Pedersen, Bente",Blanke ark,,2008,,nob,2008,,
2013041506247,"Pedersen, Bente",Hjertets valg,,2009,,nob,2009,,
2013041506248,"Pedersen, Bente",Nett av løgner,,2008,,nob,2008,,
2013041506249,"Pedersen, Bente",Ulvetid,,2010,,nob,2010,,
2013041506250,"Pedersen, Bente",Veiviseren,,2008,,nob,2008,,
2013041506251,"Pedersen, Bente",Farlig jonsoknatt,,2010,,nob,2010,,
2013041506252,"Pedersen, Bente",Tom favn,,2009,,nob,2009,,
2013041506278,"Moe, Anette",Dødssynd,,2009,,nob,2009,,
2013041506284,"Tvedt, Chris",Skjellig grunn til mistanke,,2009,,nob,2009,,
2013041506285,"Läckberg, Camilla",Predikanten,,2008,"kriminalromaner, litteratur, skjønnlitteratur, svensk",nob,2008,,
2013041506287,"Buthler, Dan",Mord.net :,en moderne røverroman,2009,,nob,2009,,
2013041506315,"Norup, Kjell",Carl Oscar :,et utrolig liv,2008,,nob,2008,,
2013041506317,"Meyer, Deon",Djevelfjellet,,2009,,nob,2009,,
2013041506331,"Bjørnstad, Ketil",Oda! :,dokumentarroman,2008,,nob,2008,,
2013041605000,"Sandberg, Bente",Bak fasaden,,2010,,nob,2010,,
2013041605020,"Jansson, Tove",Farlig midtsommer,,2008,,nob,2008,,
2013041605027,"Oterholm, Anne",Toget fra Ajaccio :,roman,2010,,nob,2010,,
2013041605028,"Arnesen, Frøydis",,,2006,,nob,2006,En ny sjanse :,romanserie
2013041605029,"Ingulstad, Frid",De fredløse,,2010,,nob,2010,,
2013041605032,"Sandberg, Bente",Savnet,,2010,,nob,2010,,
2013041605036,"Helberg, Berit",Jotnenes hevn,,cop. 2009,,nob,2009,,
2013041605040,"Aarø, Selma Lønning",Venstre hånd over høyre skulder :,roman,2009,,nob,2009,,
2013041605047,"Møller, Preben Z.",Deflora,,2009,roman,nob,2009,,
2013041605059,"Sandnes, Rita Løvseth",Det æ'kke lov å grine hvis det ikke er blod,,2010,"følelser, lettlest",nob,2010,,
2013041605070,"Stark, Sigge",Bedragersken,,2008,,nob,2008,,
2013041605100,"Sortland, Bjørn",Paris-mysteriet,,2007,"barn, barnebøker, krim, kunst, lettlest, paris, spenningslitteratur",nob,2007,,
2013041605101,"Holst, Christian W.",Frykt søker kjærlighet :,dikt og kortprosa,2010,,nob,2010,,
2013041605105,"Berg, Kristin Ma",Face it :,roman,2008,"fotomodeller, motemiljø",nob,2008,,
2013041606001,"Strøm, Johan-Arnt",Innbrudd,,cop. 2010,,nob,2010,,
2013041606031,"Sørum, Steffen",Tempelriddernes hemmelighet,,2009,"barnebøker, korstogene, pilegrimsreiser, pilgrimsfolket",nob,2009,,
2013041606037,"Rønning, Sigmund",Arven fra Svean :,roman,cop. 2009,,nob,2009,,
2013041606048,"Sørum, Steffen",Fanget,,2008,"barnebøker, korstogene, pilegrimsreiser",nob,2008,,
2013041606061,"Drougge, Unni",Skurken i mitt drama kalles kjærlighet :,roman,cop. 2009,"alkoholmisbruk, barn, familier, kvinnemishandling, mishandling, romaner, skilsmisse, skjønnlitteratur, vold",nob,2009,,
2013041606063,"Restad, Hege Furumo",Hoppe paradis i skyggene,,2009,,nob,2009,,
2013041606064,"Rodar, Øystein",Da klokka klang!,,2009,,nob,2009,,
2013041606066,"Hammer, Lotte",Udyr,,cop. 2010,krim,nob,2010,,
2013041606076,"Ingulstad, Frid",Kalde spor,,2010,,nob,2010,,
2013041606089,"Junker, Merete",Jenta med ballongen :,kriminalroman,2008,"krim, skjønnlitteratur",nob,2008,,
2013041606092,"Ellefsen, Georg",Uflaks på Arøya,,[2010],,nob,2010,,
2013041606095,"Hølleland, Øistein",Som fuglene synger,,2006,"barnebøker, bergen, familie, flytting, fotografering, kunst, skilsmisse, ungdomsbøker",nob,2006,,
2013041606097,"Jensen, Jørn",Kaldt blod,,2008,lesetrening,nob,2008,,
2013041606098,"Jensen, Jørn",Kaldt blod,,2008,lesetrening,nob,2008,,
2013041608033,"Sandsmark, Jostein H.",Uskyldig blod,,cop. 2006,,nob,2006,,
2013041608038,"Sandemose, Aksel",,,2005,,nob,2005,En flyktning krysser sitt spor :,fortelling om en morders barndom
2013041608040,"Aslaksen, Kamilla",Ibsen-spørreboka,,2006,,nob,2006,,
2013041608073,"Holt, Anne",Presidentens valg,,[2007],,nob,2007,,
2013041608138,"Rafaelsen, Ellinor",Sannhetens pris,,2008,,nob,2008,,
2013041805014,"Aursnes, Ingunn-Sofie",Hjerteskudd,,cop. 2010,,nob,2010,,
2013041805016,"Ahmed, Roda",Forberedelsen,,2009,,nob,2009,,
2013041805019,"Dahl, Arne",,,2008,"kriminalromaner, skjønnlitteratur",nob,2008,En midtsommernattsdrøm,
2013041805020,"Ødegård, Erik",Jarlesønnen :,Torv-Einars saga : en historisk roman,2007,,nob,2007,,
2013041805056,"Tikkanen, Märta",To :,scener fra et kunstnerekteskap,2007,"biografier, finlandssvensk, finsk, litteratur, svensk",nob,2007,,
2013041805058,"Alvestad, Kjartan",Fragmenter :,en bok til inspirasjon,cop. 2008,,nob,2008,,
2013041805060,"Johnsen, Svein Aage","Livet, kjærligheten, døden :",dikt,[2007?],,nob,2007,,
2013041805073,"Nag, Martin",Korsveier! :,nye myter!,cop. 2010,"analyse, essays, kritikk, litteratur, litterær, norsk, norske",nob,2010,,
2013041805096,"Ottesen, Josefine",Sagaen om Sigurd,,2008,,nob,2008,,
2013041805097,"Christiansen, Pål H.",Fjodor på skolen,,2009,,nob,2009,,
2013041805134,"Bjørnstad, Ketil",Kolbein Falkeid - et nærbilde :,den som ser i brønnen stirrer nedenfra,2008,"dikt, diktere, falkeid, forfattere, lyrikere, lyrikk, norske",nob,2008,,
2013041806011,"Wiksaas, Hilmari",,,2008,"elev, erotikk, kjærlighet, lærer, tabu",nob,2008,,
2013041806012,"Bringsværd, Tor Åge",Karsten og Petra får sykkel,,2006,"billedbøker, sykler, sykling",nob,2006,,
2013041806035,"Hesseldahl, Morten",Drager over Kabul,,cop. 2008,,nob,2008,,
2013041806062,"Pedersen, Bente",Skygge av tvil,,2009,,nob,2009,,
2013041806064,"Paulsen, Irene",Frie tanker,,[2006?],,nob,2006,,
2013041806073,"Sandemo, Margit",Nøkkelen ; Kongekronen,,2010,,nob,2010,,
2013041806074,"Kaarsbøl, Jette A.",,,2008,,nob,2008,,
2013041806075,"Kriznik, Heidi Marie",Borte en vinter :,roman,2008,,nob,2008,,
2013041806078,"Blomquist, Lise",Taekwondo på prøve,,2008,"barnebøker, idrett, kampidrett, lettlesingsbøker, lettlest, sport, taekwondo",nob,2008,,
2013041806080,"Roslund, Anders",Oppreisningen,,2007,,nob,2007,,
2013041806082,"Reitan, Anders J.",Birkebeinerferden,,2009,,nob,2009,,
2013041806090,"Lunde, Sigrid",Jaget,,2010,,nob,2010,,
2013041806093,"Birkegaard, Mikkel",Libri di Luca,,2010,,nob,2010,,
2013041806128,"Lerum, May Grethe",Øye for øye,,2008,,nob,2008,,
2013041806129,"Damhaug, Torkil","Se meg, Medusa",,2008,"2000-tallet, krim, kriminalromaner, norske, romaner, skjønnlitteratur, spenning",nob,2008,,
2013041806132,"Linde, Heidi",Jug!,,2009,,nob,2009,,
2013041906002,"Berg, Roald J.",I havn på pir 7 :,roman,cop. 2006,,nob,2006,,
2013041906036,"Sundbye, Miriam Desiré",Fanget,,cop. 2006,,nob,2006,,
2013041906044,"Brattlie, Oscar",Noe attåt-,,[2006?],,nob,2006,,
2013041906045,"Næss, Tale",Strømmer ; Det tredje stadiet ; Lys - mørke :,scenetekster,2008,,nob,2008,,
2013041906050,"Slettebø, Torvald",Tror du alt du ser?,,2010,"dikt, essays, filosofi, kristendom, litteratur, norsk, religionsfilosofi, samtaler",nob,2010,,
2013041906053,"Berntsen, Oddrun-Helen",,,2008,,nob,2008,,
2013041906057,"Lundberg, Kristian",Ondskapens by,,cop. 2008,,nob,2008,,
2013041906058,"Instefjord, Kristin Aaseth",Kjærlighetens nåler,,2010,,nob,2010,,
2013041906117,"Sydengen, Svein",,,[2010],,nob,2010,En vandringsmann kommer :,diktbok
2013041906129,"Nicolaysen, Marit",Svein og rotta på lab'en,,2006,"barnebøker, dyreforsøk, humor, rotter",nob,2006,,
2013041906179,"Bjørnstad, Taran L.",Dby,,2009,,nob,2009,,
2013042206005,"Ramsland, Morten",Hundehode,,2007,"2000-tallet, danske, prosa, romaner, skjønnlitteratur",nob,2007,,
2013042206010,"Brekke, Toril",Gullrush,,2008,"2000-tallet, emigranthistorie, emigrantlitteratur, emigrasjon, gullgraving, immigrasjon, innvandring, litteratur, norsk-amerikanere, norske, pionerliv, romaner, usa, utvandring",nob,2008,,
2013042206016,"Ingemarsson, Kajsa",Bare vanlig vann,,2009,,nob,2009,,
2013042206020,"Jensen, Jørn",Kasper - årets spiller,,2007,"barnebøker, fotball, lettlesingsbøker",nob,2007,,
2013042206021,"Jensen, Jørn",Kasper på fotballeir,,2007,"barnebøker, fotball, lettlesingsbøker",nob,2007,,
2013042206023,"Bomann-Larsen, Tor",På skitur,,2009,"billedbøker, skisport",nob,2009,,
2013042206044,"Johansen, Celina J.",Sårbar kjærlighet,,[2008?],,nob,2008,,
2013042206047,"Freihow, Halfdan W.",Du er ikke sann,,cop. 2009,"2000-tallet, norske, romaner",nob,2009,,
2013042206058,"Larsen, Roald",Hjerter som slår :,[dikt],2006,,nob,2006,,
2013042206080,"Mankell, Henning",,,2009,"kriminalromaner, skjønnlitteratur",nob,2009,,
2013042206090,"Persson, Leif G.W.",,,2010,krim,nob,2010,"En annen tid, et annet liv :",en roman om en forbrytelse
2013042305001,"Mann, Merlin P.",Sagaen om Toron,,cop. 2009,,nob,2009,,
2013042305003,"Bugge, Mikkel",Gå under jorda :,roman,2010,"2010-tallet, ensomhet, journalistikk, litteratur, norsk, norske, romaner",nob,2010,,
2013042305015,"Strøm, Johan-Arnt",Skatten,,cop. 2009,,nob,2009,,
2013042305017,"Rotås, Peder",Hyklerens hjerte :,roman,2009,,nob,2009,,
2013042305050,"Landgaard, Stian M.",Herrer i åndenes rike,,2006,"filosofi, kvalitetsreform, tromsø",nob,2006,,
2013042305058,"Rem, Tore",Henry Gibson/Henrik Ibsen :,den provinsielle verdensdikteren : mottakelsen i Storbritannia 1872-1906,2006,"litteratur, norsk, resepsjon, resepsjonshistorie, storbritannia",nob,2006,,
2013042305075,"Holt, Anne",Pengemannen,,cop. 2009,"krim, kriminallitteratur, romaner, skjønnlitteraturkriminalromaner, spenning",nob,2009,,
2013042305085,"Mørck, Sidsel",Hurra for tante Jensen,,2010,lettlest,nob,2010,,
2013042305098,"Roeim, Jørn",Spøkelsesboka,,2009,,nob,2009,,
2013042305102,"Sverdrup, Kari",Tilfeldig engel,,2010,"fedre, flytting, forelskelse, mobbing, skilsmisse, ungdomsbøker, vennskap",nob,2010,,
2013042306025,"Nesser, Håkan",,,cop. 2009,krim,nob,2009,En helt annen historie,
2013042306026,"Borg, Saga",Mørkets makter,,cop. 2006,,nob,2006,,
2013042306039,"Lien, Merete",Dinas sønner,,2008,,nob,2008,,
2013042306056,"Poorgholam, Elyas",Faren,,cop. 2008,"barnebøker, fedre, iran, savn",nob,2008,,
2013042306063,"Nordin, Magnus",Forfølgeren,,2008,,nob,2008,,
2013042306068,"Sandemo, Margit",Den mørke sannheten ; Legenden om den øde skogen,,2008,,nob,2008,,
2013042306070,"Dahl, Arne",Ondt blod,,2007,,nob,2007,,
2013042306102,"Dragsnes, Unni",Sveket,,cop. 2008,"Boka, barn, beretninger, hevn, meg, personlige, svik, utroskap",nob,2008,,
2013042306120,"Staalesen, Gunnar",Kalde hjerter :,kriminalroman,2009,,nob,2009,,
2013042306143,"Blomquist, Lise",Taekwondo er ikke for feiginger,,2010,,nob,2010,,
2013042306146,"Heien, Ingar",Møtet,,2007,,nob,2007,,
2013042306187,"Christiansen, Rune",Fraværet av musikk :,roman,2008,"2000-tallet, far, identitet, mennesket, norske, romaner, skjønnlitteratur, sønn, tristhet",nob,2008,,
2013042306188,"Jensen, Jørn",Kaldt blod,,2008,lesetrening,nob,2008,,
2013042338062,"Rasul, Abo",Skandinavisk misantropi :,"Macht und rebel:, The cocka hola company :, Unfun",2011,,nob,2011,,
2013042405008,"Andersen, Birgit Svaland",Sainabu og fortellingen om løven Simba,,cop. 2010,,nob,2010,,
2013042405010,"Hagmar, Pia",Sara hesteeier,,cop. 2006,,nob,2006,,
2013042405014,"Lyngheim, Milly",Håp for Håp,,2006,"blomster, kjærlighet, litteratur, natur, norge, norsk, roman",nob,2006,,
2013042405036,"Lundgård, Freddy",Tegn,,2009,,nob,2009,,
2013042405038,"Johansen, Elin Brend",Lengsel,,cop. 2006,,nob,2006,,
2013042405039,"Berggren, Arne",Kornetten :,et rop om hjelp,2009,,nob,2009,,
2013042405046,"Rafaelsen, Ellinor",Glasskår,,cop. 2007,,nob,2007,,
2013042405048,"Vinorum, Mari Elisabeth",,,2008,,nob,2008,,
2013042405056,"Bache-Wiig, Anna",Sommernattsdrømmen :,roman,2006,"litteratur, norsk",nob,2006,,
2013042405066,"Waage, Elisabeth",Mellom,,[2008],,nob,2008,,
2013042405067,"Leine, Kim",Valdemarsdag :,roman,2009,,nob,2009,,
2013042405073,"Fjeldstad, Gunnar",Minner og tanker,,[2006],,nob,2006,,
2013042405086,"Gjersøe, Ann-Christin",Menasjeriet,,2010,,nob,2010,,
2013042405091,"Eriksson, Kjell",Nattens onde stjerner,,cop. 2007,,nob,2007,,
2013042405093,"Lura, Karl Magnus",Snutter,,cop. 2008,,nob,2008,,
2013042405102,"Steen, Tommy",Smugleren,,2006,,nob,2006,,
2013042408013,"Rafaelsen, Ellinor","Kanskje, en dag-",,2008,,nob,2008,,
2013042408015,"Rafaelsen, Ellinor",Hevnen,,2009,,nob,2009,,
2013042408016,"Prøis, Christin Grilstad",Datteren,,2008,,nob,2008,,
2013042408089,"Vestad, Geir",Hedmarks diktere,,2008,"forfattere, litteratur",nob,2008,,
2013042505012,"Ingvaldsen, Bjørn",Treningsleiren,,2009,,nob,2009,,
2013042505028,"Sæther, Wera",MammaRitahuset,,2006,"barnebøker, india, kulturmøte, søsken, ungdomsbøker",nob,2006,,
2013042505048,"Smistad, Knut",Lille Kjell,,[2009],,nob,2009,,
2013042505067,"Hamsun, Knut",Hamsuns beste :,senere verker,2006,,nob,2006,,
2013042505074,"Irtun, Odd",Betenkningstid :,dikt,2009,,nob,2009,,
2013042505076,"Sandemo, Margit",Spindelvev,,2009,,nob,2009,,
2013042505088,"Aamodt, Ingunn",Vampyrnatten,,2008,,nob,2008,,
2013042505090,"Sandemo, Margit",Kongens brev ; De tre frierne,,2010,,nob,2010,,
2013042506004,"Ringtved, Glenn",Venner for alltid,,2010,"barnebøker, fotball, vennskap",nob,2010,,
2013042506024,"Rimbereid, Øyvind",Herbarium :,dikt,2008,"2000-tallet, dikt, kriser, lyrikk, norsk, norske, økonomi, økonomiske",nob,2008,,
2013042506100,"Ingvaldsen, Bjørn",Klubben,,2009,,nob,2009,,
2013042506112,"Olczak, Martin",Megagutten :,den store hemmeligheten,2008,,nob,2008,,
2013042506129,"Sundstøl, Vidar",De døde,,2009,"2000-tallet, forente, krim, kriminalroman, midtvesten, norsk-amerikanere, norske, roman, romaner, spenning, stater, usa",nob,2009,,
2013042506135,"Lindell, Unni",Krokodiller snakker ikke norsk,,2006,"barn, barnemunn, humor, ordtak",nob,2006,,
2013042906018,"Läckberg, Camilla",Steinhuggeren,,2006,"krim, sverige",nob,2006,,
2013042906058,"Widmark, Martin",Zoo-mysteriet,,2008,,nob,2008,,
2013042906064,"Nicolaysen, Marit",Svein og rotta på feriekoloni,,2006,"barnebøker, skjønnlitteratur",nob,2006,,
2013042906074,"Nilsson, Frida",Hedvig!,,2009,"barnebøker, dagligliv, skolen, skolestart",nob,2009,,
2013042906081,"Ekman, Kerstin",Hendelser ved vann,,2008,"kriminalromaner, skjønnlitteratur",nob,2008,,
2013042906083,"Prøis, Christin Grilstad",Hjemlengsel,,2010,,nob,2010,,
2013042906084,"Bjørnstad, Ketil",Til musikken :,roman,2007,,nob,2007,,
2013043005005,"Bross, Helena",Vi vil ha disko,,2009,,nob,2009,,
2013043005006,"Bødker, Benni",Sarin og Stjernetårnet,,2009,,nob,2009,,
2013043005008,"Flock, Willy",Notater fra klasserommet :,roman,2007,"elev, lærer, skjønnlitteratur, skolen, skoleroman",nob,2007,,
2013043005010,"Nakken, Øivind",Major Tom,,2010,,nob,2010,,
2013043005012,"Sjöwall, Maj",Roman om en forbrytelse,,c2006,,nob,2006,,
2013043005013,"Karlsson, Ørjan N.",Sharba :,thriller,2010,,nob,2010,,
2013043005014,"Nyquist, Gerd",Stille som i graven,,2009,,nob,2009,,
2013043005033,"Dalbak, Tom H.",Maria med svibel i regn,,cop. 2007,,nob,2007,,
2013043005034,"Sandberg, Inger",Stor og flink,,cop. 2010,,nob,2010,,
2013043005045,"Hagmar, Pia",Snøfonnens hemmelighet,,2008,,nob,2008,,
2013043005053,"Helle, Lars",Sanger til Gry,,cop. 2009,"2000-tallet, krim, norske, romaner, spenning",nob,2009,,
2013043005063,"Bohwim, Alexia",Frognerfitter :,roman,cop. 2008,,nob,2008,,
2013043005066,"Elfberg, Ingrid",Se til meg som liten er,,2010,,nob,2010,,
2013043005072,"Rudolfsson, Marie Louise",Hvitnos og Vips,,2009,,nob,2009,,
2013043005075,"Fredriksson, Marianne",Ondskapens smil,,2008,"barn, familie, kvinnemishandling, mishandling",nob,2008,,
2013043005082,"Askildsen, Kjell",Thomas F's siste nedtegnelser til almenheten,,2006,,nob,2006,,
2013043005083,"Elstad, Anne Karin",Hjem,,2008,,nob,2008,,
2013043005086,"Ulvseth, Laila",Narrespill,,2007,,nob,2007,,
2013043005098,"Kaaberbøl, Lene",Isfuglen :,historien om Katriona Bredinari,[2009],,nob,2009,,
2013043006018,"Borg, Saga",Jorun,,2006,,nob,2006,,
2013043006019,"Olsson, Belinda",Gravidsjokk,,2008,,nob,2008,,
2013043006022,"Jensen, Axel",Og resten står skrivd i stjernene,,2008,,nob,2008,,
2013043006035,"Linde, Heidi",Under bordet :,roman,2008,,nob,2008,,
2013043006038,"Jensen, Kristian Ditlev",Livrett,,2006,"romaner, selvmord, skjønnlitteratur, sorg",nob,2006,,
2013043006067,"Kjærnli, Tone",Dummedagen,,2009,"barnebøker, dagligliv, følelser, sinne, trass",nob,2009,,
2013043006202,"Laberg, Hans Petter",HoneyBunny,,2008,"barn, fedre, skjønnlitteratur, ungdom, ungdomsbøker",nob,2008,,
2013043007015,"Flak, Berit",Til deg :,dikt og fotografier,cop. 2006,,nob,2006,,
2013043007075,"Vindtorn, Triztan",Slik trær føder barn :,dikt ; Baksideportretter : dikt,2006,"2000-tallet, dikt, lyrikk, norsk, norske, poesi, skjønnlitteratur",nob,2006,,
2013043007078,"Ørbeck-Nilssen, Constance",Nesa til onkel Knut,,cop. 2010,"barnelitteratur, billedbøker, familien, identitet, kroppen, norsk",nob,2010,,
2013043007088,"Vestly, Anne-Cath.",Lille-Draugen,,2007,"barnebøker, billedbøker, drauger, skjønnlitteratur",nob,2007,,
2013043007123,"Baugstø, Line",Kaja og Stine tar saken,,2008,lettlest,nob,2008,,
2013050207008,"Aidt, Naja Marie",Bavian :,noveller,cop. 2008,"dansk, noveller, samtidslitteratur, skjønnlitteratur",nob,2008,,
2013050207027,"Iunker, Finn",Det skjendige drapet i Skippergata :,et skuespill,2007,"drama, norsk, skjønnlitteratur, skodespel, skuespill",nob,2007,,
2013050207042,"Eliassen, Ruben",,,2011,"barnebøker, fantastisk, litteratur",nob,2011,,
2013050207043,"Eliassen, Ruben",,,2011,"barebøker, fantastisk, litteratur",nob,2011,,
2013050207048,"Aalbu, Ragnar",,,2008,"billedbøker, humor, hunder",nob,2008,Et hundeliv,
2013050207065,"Jensen, Liv",Rolvsøy :,71 grader nord,[2009],,nob,2009,,
2013050208014,"Prøis, Christin Grilstad",Skjebnesvar,,2008,,nob,2008,,
2013050208015,"Prøis, Christin Grilstad",Mørk mistanke,,2008,,nob,2008,,
