,100-1- -a,245-1-0-a,260- - -c,653- - -a,lang,year,245-1-0-b,245-1-3-a,245-1-3-b
2014121007519,"Grimsgaard, Wilhelm Lefévre",Ruben og Gøyal finner fargene sine,cop. 2011,"barn, bilde, farger, litteratur, norsk",nob,2011,,,
2014121007564,"Norac, Carl","Å nei, ikke spis meg!",2011,"billedbøker, humor, måltider, spising",nob,2011,,,
2015010848064,"Ousland, Bjørn",Mitt første leksikon om sport :,2006,"idrett, leksika, sport",nob,2006,- sommeridretter,,
2015012708200,"Dæhli, Liz Bente L.","Søtt, surt og salt",2006,"noveller, ungdomsbøker",nob,2006,,,
2015013008062,"Svingen, Arne",Hubert i musetrøbbel,2006,,nob,2006,,,
2015021048066,"Roestad, Bente",Kon-Tiki :,2012,"barnebøker, ekspedisjoner, geografi, oppdagelsesreisende, reiser, sjøreiser, stillehavet",nob,2012,Thor Heyerdahls eventyrlige flåteferd,,
2015021106169,"Letén, Mats",Kais lille koffert,cop. 2012,,nob,2012,,,
2015030408085,"Winterbottom, Bodhild",Kom igjen!,2009,,mul,2009,tekstbok : læreverk i grunnleggende norsk for minoritetsspråklige elever i mottaksfasen : ungdom,,
2015042108228,"Koca, Ayse",Yoko Onur :,2014,"barnebøker, døtre, litteratur, mødre, norsk, ungdomsbøker, vennskap, venskap",nob,2014,et balleliv,,
2015051108147,"Vold, Jan Erik",God dag! Jeg er et dikt,2007,"barnebøker, barnedikt, barnepoesi, dikt",nob,2007,,,
2015062308069,"Vestly, Anne-Cath.",Knerten på sykkeltur,2010,,nob,2010,,,
2015062909002,"Fjæran-Granum, Torill",Klokkemysteriet,cop. 2008,"barnebøker, klokker, læring, tid, ur",nob,2008,,,
2015070608061,"Özalp, Sevgİ",Blodets kretsløp og respirasjonssystemet,2006,,mul,2006,,,
2015070908083,"Jackson, J.S.",Det er lov å være sjenert :,c2008,"barn, barnebøker, følelser, selvhjelp, sjenanse",nob,2008,en liten hjelpebok for tilbakeholdne barn,,
2015071008054,"Kragset, Kjetil",Suppenils og Grautkjell :,[2008],,nob,2008,den store kampen,,
2015072408046,"Palismaa, Maaren",Gïele lea faamoe :,c2006,"lærebøker, samisk, språk, språkvalg, tospråklighet",sma,2006,guektiengïelenvoete noeredaltesasse : saemiengïele nubpiengieline,,
2015081948011,"Strømsø, Ellen Jakobsson",Tores lister,2009,"barnebøker, epilepsi, mødre, skolestart",nob,2009,,,
2015082048025,"Lang, Stephan",Vi ser nærmere på Ungarn,cop. 2006,"Ungarn, geografi, historie, samfunn",nob,2006,,,
2015082448051,"Sager, Mari Eggen",Pannekake-Frida,2011,"barn, billedbøker, fedre, følelser, mat, sinne",nob,2011,,,
2015082448335,"Eriksen, Endre Lund",Alvin Pang og hva foreldre gjør når du sover,2011,"barn, bildebøker, billedbøker, foreldre, natt, søvn",nob,2011,,,
2015082548185,"Ericson, Ylva",Min første ridebok,2006,,nob,2006,,,
2015090208023,"Aas, Kjell Erik",Yrke og utdanning :,2006,,mul,2006,"undervisningsopplegg for tospråklige elever, arbeidsoppgaver, lenker til nettadresser, ordlister med ordforklaringer og grammatiske bøyninger",,
2015090208206,"Larsen, Pia",Jul i svingen :,2006,,nob,2006,"aktivitetsbok : leker, oppgaver, aktiviteter",,
2015090906035,"Borgan, Silje Larsen",Fortellingen om Michael Jackson :,cop. 2009,,nob,2009,barnestjernen som ikke ville bli voksen,,
2015090906101,"Oates, Joyce Carol",Sexy,2005,"elev, homofili, lærer, mobbing, ungdomsbøker",nob,2005,,,
2015091406070,"Lorentzen, Gustav",Spille i band :,cop. 2009,"administrasjon, aktiviteter, band, musikkteknologi, organisering, rock, rockeband, rockmusikk",nob,2009,alt du må vite og mere til,,
2015092548015,"Tolkien, J.R.R.",Herr Lykke,2008,"billedbøker, engelsk-barnelitteratur, humor",mul,2008,,,
2015102048026,"Eidissen, Bjørn",Mads og Mia oppdager småkryp,2005,"dyr, insekter, invertebrater, snegler, virvelløse",nob,2005,,,
2015112508088,"Dahl, Roald",Giraffen og Pelli og jeg,2005,,nob,2005,,,
2016012548088,"Kjøde, Jorunn Kristin",Elgars kalendermysterium,2012,,nob,2012,,,
2016012548130,"Sørum, Steffen",Korsfarerne,2013,,nob,2013,,,
2016020807662,"Norberg, Hanna",Kon-Tiki :,cop. 2012,"barnebøker, ekspedisjoner, oppdagelsesreiser, sjøveier, stillehavet",nob,2012,den eventyrlige flåteferden,,
2016020907547,"Dürr, Morten",Øksemorderens hodeskalle,cop. 2012,,nob,2012,,,
2016020907558,"Kjelsen, Reidar",Jon Demon :,2006,"barnebøker, demoner, nonsens, religioner",nob,2006,toer'n,,
2016021807583,"Moursund, Jill",Feber,2013,"barn, barnelitteratur, bildebøker, billedbøker, feber, feberfantasier, norsk, sykdom",nob,2013,,,
2016022548112,"Ryvarden, Leif",Familieflora :,2012,"blomster, flora, norge, planter",nob,2012,150 vanlige norske blomster,,
2016022648023,"Bingham, Caroline",Utrykningskjøretøyer :,cop. 2005,"brannbiler, redningshelikopter, redningsskøyter, uttrykkingskjøring",nob,2005,"fakta, toppfart, de beste merkene og modellene",,
2016030308078,"Ingvaldsen, Bjørn",,2012,"barn, barnebøker, fedre, humor",nob,2012,,,
2016030908032,"Sverdrup, Kari",Gi meg et tegn,2012,,nob,2012,,,
2016031708005,"Lång, Sara",Mummitrollet på sirkus,2005,,nob,2005,,,
2016062248032,"Holdhus, Helen E.",,[2011],"barn, flerkulturell, glutenfri, kokebøker",nob,2011,,En matreise for unge kokker :,spennende retter fra 16 kulturer
2016101048313,"Rose, Steven P.R.",Hjernen :,2005,"hjernen, hukommelse, nervesystemet",nob,2005,mer enn tanker og følelser,,
2017121808060,"Boyne, John",Gutten i den stripete pyjamasen,2007,"1939-1945, andre, barnebok, konsentrasjonsleirer, verdenskrig, verdenskrigen",nob,2007,,,
2018011848504,"Carle, Eric",,2008,"billedbøker, larver, skjønnlitteratur",nob,2008,,,
2018013048165,"Arvola, Ingeborg",Ryktet,2015,,nob,2015,,,
2018013048244,"Storhaug, Sylvi",Jenta frå havet,2012,,nno,2012,,,
2018013048338,"Winterbottom, Bodhild",Kom igjen!,2009,,mul,2009,tekstbok : læreverk i grunnleggende norsk for minoritetsspråklige elever i mottaksfasen : ungdom,,
2018020148093,"Kessler, Viktoria",Virkelighetsflukt :,2014,,nob,2014,en annerledes aktivitetsbok for eventyrlysten ungdom,,
2018020248170,"Fagernes, Bjørg",Barggogirjje,cop. 2010,lulesamisk,smj,2010,,,
2018020548129,"Lindeberg, Lise",Maia og Bonnie,2014,,nob,2014,,,
2018020548279,"Lindgren, Astrid",[Emil i Lønneberget bokhus],2013,,nob,2013,,,
2018020548280,"Lindgren, Astrid",[Emil i Lønneberget bokhus],2013,,nob,2013,,,
2018020548284,"Kaarla, Riina",[Mummihuset],2014,,nob,2014,,,
2018020748143,"Nyvoll, Gørill",Jeg vil være der du er,2013,,nob,2013,,,
2018020848040,"Kinney, Dale",Dick Kinney og Al Hubbard,cop. 2008,,nob,2008,,,
2018022048046,"Pullman, Philip",,2007,,nob,2007,,,
2018022348504,"Goodings, Christina",Min bok om skapelsen,cop. 2012,,nob,2012,,,
2018030648041,"Tømte, Inger Thorstensen",,cop. 2010,,smj,2010,,,
2018031448029,"Sivertsen, Ole André",Leseuniverset 5-7,cop. 2010,"k06, lesetrening, naturfag",nob,2010,,,
2018032348081,"Brox, Beate",Sirkusdrømmen,2006,,nob,2006,,,
2018041748552,"Rubach, Anita Louise",,cop. 2010,,nob,2010,,,
2018041948094,"Bergman, Mara","Nam, nam!",cop. 2008,,nob,2008,,,
2018042448509,"Fossdal, Mona",Gekkoen Arne og den prikkete paraplyen,cop. 2012,"barnebøker, biletbøker, skjønnlitteratur",nno,2012,,,
2018042448566,"Rasmussen, Torkel",Milli já Polfe :,cop. 2014,,mul,2014,riävskápiivdost : (anaráš),,
2018042548105,"Goldsack, Gaby.",Barnas beste klassiske eventyr,2013,,nob,2013,,,
2018050348070,"Shipley, Jocelyn.",Venner &amp; fiender,cop. 2014,,nob,2014,,,
2018050448015,"Kjelsen, Reidar",,2008,,nob,2008,,En travel herre,
2018050448022,"Ingulstad, Frid",Nissen :,2011,"folketro, julenisser, nisser, sagn",nob,2011,den norske nissens forunderlige liv og historie,,
2018050448238,"Straffi, Iginio",,[2015],,nob,2015,,,
2018050448530,"Eriksen, Endre Lund",Dunderskolen :,2012,"barnehagen, leker, lærebøker, læremidler, matematikk, matematikkleker, norsk, språk, språkleker",nob,2012,lek og lær på monstervis : språk- og matteaktiviteter for små og store monstre!,,
2018050748041,"Bøe, Sissel",Mitt eller ditt? :,2013,"billedbøker, troll",nob,2013,en historie om troll,,
2018053148073,"Lindgren, Astrid",Mesterdetektiven Blomkvist,2007,,nob,2007,,,
2018060148041,"Green, John",Faen ta skjebnen :,2014,,nob,2014,roman,,
2018060748061,"Stephens, John",Dødens bok,2015,,nob,2015,,,
2018060748067,"Lewis, Gill",,2013,"barnebøker, delfiner, vennskap",nob,2013,,,
2018060807058,"Dashner, James",,2015,"amerikansk, fiction, roman, science, ungdomslitteratur",nob,2015,,,
2018060807073,"Horst, Jørn Lier",Clue 1-4,cop. 2014,,nob,2014,,,
2018060807077,"Scheen, Kjersti",Farlige spor,2012,"spenningslitteratur, ungdomsbøker",nob,2012,,,
2018060807086,"Leach, Sara",Ikke for pyser!,2014,,nob,2014,,,
2018060807150,"Lindell, Unni","Elsker, elsker ikke",2015,,nob,2015,,,
2018060807163,"McClintock, Norah.",Falske toner,2015,,nob,2015,,,
2018060807165,"Lindboe, Karin Kinge",Sam og Noa redder nitten meitemark og en humle,2015,"barnebøker, lettlest",nob,2015,,,
2018061107020,"Knape, Wolfgang",Peter Pan,2015,,nob,2015,,,
2018061107023,"Losnegård, Rolf",,cop. 2015,"Arktis, barnebøker, humor, klimaendringer, litteratur, nynorsk   $$  norsk, oppfinnelser",nno,2015,,,
2018061207003,"Stokholm, Steen",Robin van Persie,cop. 2015,,nob,2015,,,
2018061207026,"Bjørnes, Anniken",Ballongjegeren,cop. 2012,"alvorlig, barn, bildebøker, billedbøker, døden, foreldre, sorg, sykdom",nob,2012,,,
2018061207031,"Nilsson, Moni",Kompisen er for liten,2012,"angst, biletbøker, billedbøker, kosedyr",nno,2012,,,
2018061207631,"Blyton, Enid",Fem går i fellen,2012,,nob,2012,,,
2018061307554,"Halling, Thomas","Jeg er: Agnes, ønsker: hund",2009,"barn, barnebøker, dyr, hunder",nob,2009,,,
2018061307568,"Hagen, Gudny Ingebjørg",Jul i Blåfjell :,2012,,nob,2012,lys og lykter i bygd og fjell,,
2018061407544,"Stabell, Finn Rune",Josef og tryllefela,[2012],,nob,2012,,,
2018061807020,"Lagercrantz, Rose",Hjertet mitt hopper og ler,2015,,nob,2015,,,
2018061807032,"Collins, Suzanne",Underland-krøniken,2014,"barnebøker, fantastisk, fantasy, ungdomsbøker",nob,2014,,,
2018061807048,"Elkeles, Simone",Brennende hjerter,2013,,nob,2013,,,
2018061807075,"Gotthardt, Peter",Falken i lenker,2012,,nob,2012,,,
2018061807079,"Bross, Helena",Småkrypjakten,2014,"barnebøker, lettlest, lus, skolen",nob,2014,,,
2018061807526,"Fatio, Louise",,2012,"barnebøker, billedbøker, løve",nob,2012,,,
2018061807556,"Halling, Thomas",Uhyggelig utflukt,2012,,nob,2012,,,
2018061807577,"Simmons, Anthea.",Verdens beste baby! ; Dele!,2015,,nob,2015,,,
2018061807582,"Stueland, Unni Rom",Jumpi vil bli brannmann,2015,,nob,2015,,,
2018061807609,"Noël, Alyson",Fortryllet :,cop. 2013,,nob,2013,en bok om Riley Bloom,,
2018061807618,"Simon, Francesca",Rampete Robin og den hemmelige klubben,2014,,nob,2014,,,
2018061907589,"Ross, Tony",,cop. 2012,"angst, billedbøker, renslighet, selvstendighet, spøkelser, søsken",nob,2012,,,
2018061907615,"Kvalnes, Øyvind",Cupfinalen,2015,,nno,2015,,,
2018062148078,"Ildjarnstad, Berit",[Kokebok],2013,,nno,2013,,,
2018062607053,"Stranger, Simon",Barsakh :,2013,"canaria, flyktninger, fortellinger, gran, kulturmøter, spania",nob,2013,"Emilie, Samuel og Gran Canaria : roman",,
2018062607105,"Skarsten, Atle",Rottongane og gullskatten,cop. 2013,,nob,2013,,,
2018062607562,"Johnsen, Mette Franck",Julenissen og ønskelistene som forsvant,2012,,nob,2012,,,
2018062607576,"Dennis, H.L.",Flammens barn,2013,,nob,2013,,,
2018062607616,"From, Käte",Konger og dronninger :,2015,"ansvar, atferd, barn, barnepsykologi, bestemme, psykologi, selvbestemmelse, utfordrende, utviklingspsykologi, vilje",nob,2015,Aleksander og Julie bestemmer selv,,
2018062707108,"Holsve, Mari Moen",Svart regn,2013,"barnelitteratur, fantastisk, fantasy, litteratur, norsk",nob,2013,,,
2018062707183,"Russell, Rachel Renée.",Lag din egen dustedagbok,cop. 2014,,nob,2014,,,
2018062707263,"Horst, Jørn Lier",Salamandergåten,2012,"barnebøker, spenning",nob,2012,,,
2018062807019,"Fry, Michael",Bøllebråk,2015,,nob,2015,,,
2018062807095,"Grant, Michael",Frykten,2013,,nob,2013,,,
2018070507112,"Brekstad, Kolbjørn",Neandertalermysteriet :,2012,"barnebøker, historie, neandertaler, ungdomsbøker",nob,2012,roman,,
2018070507115,"Collins, Suzanne",Underland-krøniken,2015,,nob,2015,,,
2018070507129,"Lindell, Unni",Nifse Nella og nattskolen :,c2008,"barnebøker, spøkelser",nob,2008,den første sannheten,,
2018071207026,"Cast, P.C.",Skjult,2013,,nob,2013,,,
2018071207087,"Caioli, Luca",Cristiano Ronaldo :,2012,,nob,2012,gullgutt,,
2018071607098,"Rasmussen, Line",Sunny og Solvej på solferie,2013,,nob,2013,,,
2018071607136,"Bross, Helena",Slåsskamp,2013,"barnebøker, klassemiljø, konflikter, lettlest, skole, slåssing",nob,2013,,,
2018071707001,"Taylor, Laini",Støv og stjerneskinn,cop. 2013,,nob,2013,,,
2018071707024,"Palm, Linda",Eg-du-vi,2015,,nno,2015,,,
2018071807295,"Kaaberbøl, Lene",Skammarteiknet,2015,"fantastisk, fantasy, litteratur",nno,2015,,,
2018071907011,"Espedal, Kjell",Da pesten kom :,2012,,nob,2012,en folkevandringshistorie,,
2018071907110,"Heise-Fjeldgren, Astrid",Silje elsker Lukas - tror hun-,2012,,nob,2012,,,
2018071907122,"Paltto, Kirsti",Ale fal muital,2013,,sme,2013,,,
2018072007025,"Berge, Atle",Birk og Barcelona-gjengen,2015,"barnebøker, fotball",nno,2015,,,
2018072007061,"Ekman, Fam",Ved Mjøsa,2012,"barnebøker, billedbøker",mul,2012,,,
2018072007062,"Jansson, Tove",Hvordan gikk det?,2010,"barnebøker, barnepoesi, bildebøker, billedbøker, finlandssvensk, finske, klassiske, litteratur",nob,2010,,,
2018072007091,"Widmark, Martin",Finn den rette,2014,,nob,2014,,,
2018072007198,"McCaughrean, Geraldine",Isai-treet,cop. 2005,"barn, barnebøker, bibelen, bibelfortellinger, bibelhistorie, billedbøker",nob,2005,,,
2018072307037,"Hanton, Sophie.",Jentefortellinger,2012,,nob,2012,,,
2018072307038,"Hughes, Jack.",Guttefortellinger,2012,,nob,2012,,,
2018072307047,"Syvertsen, Heidi Osa",Lille Lykke skriver,2014,"barnebøker, billedbøker, skriftforming, skriving",nob,2014,,,
2018072307117,"Brody, Jessica",Glemt,2014,,nob,2014,,,
2018072307130,"Trovik, Tina",Fanget i Pompeii,2014,,nob,2014,,,
2018072507013,"Lauveng, Arnhild",Kommoden kommer,cop. 2013,"barnebøker, bildebøker, billedbøker, flytting, forandringer, følelser, skilsmisse",nob,2013,,,
2018072507059,"Larsen, Frode Eie",Englefjær :,2015,,nob,2015,krimroman,,
2018072507061,"Banks, Rosie.",Havfruerevet,2014,,nob,2014,,,
2018072507062,"Banks, Rosie",Tryllefjellet,2014,,nob,2014,,,
2018072507067,"Bratlund, Bente",Klassetjuven ; Vennepåske,2014,"barnebøker, lettlest, vennskap, venskap",nno,2014,,,
2018072507072,"Banks, Rosie",Glitterstrand,2014,,nob,2014,,,
2018072507084,"Larsson, Åsa",Grimen,2015,"barnelitteratur, spenning, varulver",nob,2015,,,
2018072507138,"Parvela, Timo",Ella og millionen,2014,,nob,2014,,,
2018072507191,"Lyga, Barry",Game,2014,,nob,2014,,,
2018072507199,"Refsdal, Liv Hege",Boletta og himmelske mormor,2015,,nob,2015,,,
2018072507208,"Gronemann, Steffen",Alt om FC Barcelona,2012,,nob,2012,,,
2018072607018,"Fossdal, Mona",Ingen spøk å telle til 13,cop. 2014,"barnelitteratur, bildebøker, billedbøker, norsk, pekebøker, spøkelser, tall, telling",nob,2014,,,
2018072607025,"Flåen, Anne",To elleville damer gir full gass!,cop. 2014,,nob,2014,,,
2018072607033,"Manning, Mick",Bli med ut!,cop. 2015,,nob,2015,,,
2018072607035,"Karsin, Åsa",Lille Lena er politi,2012,billedbøker,nob,2012,,,
2018072607167,"Griffiths, Andy",Gutta i trehuset med 65 etasjer som viser seg å ikke være godkjent av bygningsetaten (og som derfor må rives)!,cop. 2015,,nob,2015,,,
2018072748032,"Kinney, Jeff","Ut på tur, aldri sur",2015,,nob,2015,,,
2018081307033,"Elkeles, Simone",Perfekt kjemi,2013,,nob,2013,,,
2018081307042,"Blade, Adam.",Sjøormen Sepron,cop. 2014,"monster, spenning",nob,2014,,,
2018081407055,"Sønneland, Håkon Forfod",Kule ting for en 5-åring,2012,"barnelitteratur, bildebøker, billedbøker, fakta, litteratur, morsomme, norsk, undring",nob,2012,,,
2018081407067,"Johansen, Erik",Prins Godhjerta og froskeballetten,2015,,nob,2015,,,
2018081407068,"Lindenbaum, Pija",Gitte gjemmer seg,2012,"bildebøker, billedbøker, samvittighet",nob,2012,,,
2018081407069,"David, Juliet.",99 bibelandakter,2014,,nob,2014,,,
2018081407077,"James, Sarah-Louise",One Direction :,2013,,nob,2013,den ultimate bildesamlingen,,
2018081407082,"Daywalt, Drew.",Dagen da fargestiftene streiket,cop. 2014,farger,nob,2014,,,
2018081407084,"Gray, James Newman",Jeg elsker deg sååå mye,2014,,nob,2014,,,
2018081407156,"Dolan, Hannah",LEGO Star Wars :,2012,"byggesett, klosser, lego, leker, star, wars",nob,2012,figurleksikon,,
2018081407159,"Skåden, Magne",TomArent har hjerneskade,2012,"barnebøker, hjerneskader",nob,2012,,,
2018081607070,"Andersen, Tor",Vikinger i Vinngullmark,[2015],,nob,2015,,,
2018081607087,"Loughead, Deb",Tatt på fersken,cop. 2013,,nob,2013,,,
2018082207011,"Williams, Brian.",Mitt første atlas,2015,,nob,2015,,,
2018082748109,"Hunt, Roderick",Les med meg,2013,,nob,2013,,,
2018090407026,"Gaiman, Neil",Kirkegårdsboken,2013,,nob,2013,,,
2018090407072,"Kołsut, Rafał",,2013,,nob,2013,,En ny hobby :,"historier, fakta, oppgaver"
2018090707065,"Bringsværd, Tor Åge",Ruffen :,2012,"barnelitteratur, bildebøker, biletbøker, billedbøker, norsk, sjøormar, sjøormer",nob,2012,sjøormen som ikke kunne svømme,,
2018091005032,"Vriens, Jacques",Kule kidz gråter ikke,2014,"barnebøker, døden, kreft, litteratur, mot, nederlandsk, ungdomsbøker",nob,2014,,,
2018091107099,"Samset, Helga",Utvalgt,2012,"bibelen, bibelfortellinger, biografier",nob,2012,,,
2018091205021,"Lindgren, Astrid",Brødrene Løvehjerte,2013,"barnebok, barnebøker, barnelitteratur, døden, skjønnlitteratur",nob,2013,,,
2018091207024,"Green, Sally.",Opprøret,2015,,nob,2015,,,
2018091207058,"Gaux, Martina",Café Vespa,2014,"barnebøker, litteratur, norsk, skjønnlitteratur, ungdomsbøker, ungdomsromaner",nob,2014,,,
2018091907029,"Gildberg, Asbjørn",Even og nissen,2008,,nob,2008,,,
2018091907039,"Schindler, Nina.",Alvefortellinger :,2015,,nob,2015,med spørsmål for bedre leseforståelse,,
2018091907040,"Flatland, Helga",Eline får besøk,2015,"barnebøker, dataspill, ipad, lettlest, vennskap",nob,2015,,,
2018091907043,"Lønrusten, Bent",Fjompenissen redder jula!,cop. 2013,,nob,2013,,,
2018091907063,"Borge, Synnøve",Kongeøyenstikker,2015,"insekter, øyenstikkere",nob,2015,,,
2018092507022,"Lupton, Hugh",Undringsfortellinger fra mange land,cop. 2005,"andre, eventyr, land",nob,2005,,,
2018092707067,"Stewart, Amber",Jeg elsker suttekluten min,cop. 2012,"billedbøker, suttekluter",nob,2012,,,
2018100807003,"Abelseth, Frank Robert",Historia om sjørøvaren Troy :,2012,,nno,2012,møtet med kvalen Truls,,
2018101007059,"Svensson, Jenny",Sats :,2015,,nob,2015,grunnleggende norsk for ungdom : tekstbok 1,,
2018101007086,"Salmson, Jo",Hjelp! Jeg finner en jukselapp,2014,"barnebøker, juksing, lettlest, skolen",nob,2014,,,
2018101007142,"Lindgren, Astrid",Jo visst kan Lotta nesten allting,2014,,nob,2014,,,
2018101007238,"Berge, Torunn",Egypt :,2015,"arabiske, demonstrasjoner, egypt, farao, historie, hverdagsliv, mumier, pyramider, revolusjon, tahrirplassen, ungdom, våren",nob,2015,revolusjon i faraoenes land,,
2018101007285,"Brown, Pierce.",Rød revolt,2014,,nob,2014,,,
2018101007298,"Randall, Ronne",Skatten på Sjørøverøya,cop. 2013,,nob,2013,,,
2018101007413,"Griffiths, Andy",Gutta i det enorme trehuset med 39 etasjer,2014,"australsk, barnelitteratur",nob,2014,,,
2018101107218,"Heide, Beate",Iiddáš ja guovssahas :,2015,"barnebok, død, døden",mul,2015,girjjáš eallima - ja jápmima - birra,,
2018102207009,"Giebken, Sabine.",Hemmelighetsfulle brev,2014,,nob,2014,,,
2018102207052,"Knudsen, Sverre",Aarons hevn :,2015,"fantastisk, fiction, litteratur, norsk, science, ungdomsbøker",nob,2015,roman,,
2018102307051,"Svingen, Arne",Primitive pungdyr,2014,"barnelitteratur, humor, norsk, ungdomsbøker",nob,2014,,,
2018102307108,"Hunter, Erin.",Farlige spor,cop. 2015,,nob,2015,,,
2018103005021,"Joma, Liv Karin",Gïeline åahpenidh 3b,2014,,sma,2014,lohkemegærja : åarjelsaemien mubpiegïeline,,
2018103007044,"Gabán, Jesús",,2012,,nob,2012,,,
2018103007055,"Naas, Tor Erling",Flammetenner,2015,,nob,2015,,,
2018103007098,"Eikeseth, Unni",Eksperimentboka,cop. 2013,"barnebøker, eksperimenter, fysikk, kjemi, naturvitenskap, oppgaver",nob,2013,,,
2018103007156,"Johnsen, Kjetil",Hodeløs :,2013,,nob,2013,"ikke få panikk, ikke mist hodet-",,
2018103007232,"Valeur, Tiril","Hopp, morfar!",cop. 2013,"ballett, barnebøker, barnelitteratur, besteforeldre, bildebøker, billedbøker, blokkbokstaver, bokstaver, dans, lettlest, norsk, store, versaler",nob,2013,,,
